2012,april
1st,C,C,C,C,C
2nd,C,01JAN06,01JAN06,C,C
3rd,15AUG15,22DEC04,22DEC04,15AUG15,22DEC04
Other Workers,15AUG15,01JAN04,22DEC04,15AUG15,22DEC04
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,22SEP13,C,C,C
5thRegionalCenter(I5 and R5),C,22SEP13,C,C,C

2015,october
Employment-Based,All ChargeabilityAreas ExceptThose Listed,CHINA-mainlandborn,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JAN13,01JUL09,C,C
3rd,01SEP15,01OCT13,01JUL05,01SEP15,01JAN10
Other Workers,01SEP15,01JAN07,01JUL05,01SEP15,01JAN10
4th,C,C,C,C,C
Certain ReligiousWorkers,C,C,C,C,C
5th TargetedEmployment Areas/Regional Centersand Pilot Programs,C,01MAY15,C,C,C

2015,october
Employment- Based,All Chargeability Areas Except Those Listed,CHINA - mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JAN12,01MAY05,C,C
3rd,15AUG15,15OCT11,08MAR04,15AUG15,01JAN07
Other Workers,15AUG15,01JAN06,08MAR04,15AUG15,01JAN07
4th,C,C,C,C,C
Certain Religious Workers,U,U,U,U,U
5thNon-RegionalCenter(C5 and T5),C,08OCT13,C,C,C
5thRegionalCenter(I5 and R5),U,U,U,U,U

2015,november
Employment- Based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JAN13,01JUL09,C,C
3rd,01SEP15,01OCT13,01JUL05,01SEP15,01JAN10
Other Workers,01SEP15,01JAN07,01JUL05,01SEP15,01JAN10
4th,C,C,C,C,C
Certain ReligiousWorkers,,C,C,C,C,C
5th Non-RegionalCenter (C5 and T5),C,01MAY15,C,C,C
5th Regional Center(I5 and R5),C,01MAY15,C,C,C

2015,november
Employment- Based,All Chargeability Areas Except Those Listed,CHINA - mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01FEB12,01AUG06,C,C
3rd,15AUG15,01JAN12,01APR04,15AUG15,15JUN07
Other Workers,15AUG15,01APR06,01APR04,15AUG15,15JUN07
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,22NOV13,C,C,C
5thRegionalCenter(I5 and R5),C,22NOV13,C,C,C

2015,december
Employment- Based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JAN13,01JUL09,C,C
3rd,01SEP15,01OCT13,01JUL05,01SEP15,01JAN10
Other Workers,01SEP15,01JAN07,01JUL05,01SEP15,01JAN10
4th,C,C,C,C,C
Certain ReligiousWorkers,C,C,C,C,C
5th Non-RegionalCenter (C5 and T5),C,01MAY15,C,C,C
5th Regional Center(I5 and R5),C,01MAY15,C,C,C

2015,december
Employment- Based,All Chargeability Areas Except Those Listed,CHINA - mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01FEB12,01JUN07,C,C
3rd,01SEP15,15APR12,22APR04,01SEP15,01AUG07
Other Workers,01SEP15,01AUG06,22APR04,01SEP15,01AUG07
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,15DEC13,C,C,C
5thRegionalCenter(I5 and R5),C,15DEC13,C,C,C

2016,january
Employment- Based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JAN13,01JUL09,C,C
3rd,01JAN16,01OCT13,01JUL05,01JAN16,01JAN10
Other Workers,01JAN16,01JAN07,01JUL05,01JAN16,01JAN10
4th,C,C,C,C,C
Certain ReligiousWorkers,C,C,C,C,C
5th Non-RegionalCenter (C5 and T5),C,01MAY15,C,C,C
5th Regional Center(I5 and R5),C,01MAY15,C,C,C

2016,january
Employment- Based,All Chargeability Areas Except Those Listed,CHINA - mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01FEB12,01FEB08,C,C
3rd,01OCT15,01JUL12,15MAY04,01OCT15,01NOV07
Other Workers,01OCT15,01DEC06,15MAY04,01OCT15,01NOV07
4th,C,C,C,C,C
Certain Religious Workers,U,U,U,U,U
5thNon-RegionalCenter(C5 and T5),C,08JAN14,C,C,C
5thRegionalCenter(I5 and R5),U,U,U,U,U

2016,february
Employment- Based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JAN13,01JUL09,C,C
3rd,01JAN16,01OCT13,01JUL05,01JAN16,01JAN10
Other Workers,01JAN16,01JAN07,01JUL05,01JAN16,01JAN10
4th,C,C,C,C,C
Certain ReligiousWorkers,C,C,C,C,C
5th Non-RegionalCenter (C5 and T5),C,01MAY15,C,C,C
5th Regional Center(I5 and R5),C,01MAY15,C,C,C

2016,february
Employment- Based,All Chargeability Areas Except Those Listed,CHINA - mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01MAR12,01AUG08,C,C
3rd,01OCT15,01OCT12,15JUN04,01OCT15,08JAN08
Other Workers,01OCT15,22DEC06,15JUN04,01OCT15,08JAN08
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,15JAN14,C,C,C
5thRegionalCenter(I5 and R5),C,15JAN14,C,C,C

2016,march
Employment- Based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JUN13,01JUL09,C,C
3rd,C,01MAY15,01JUL05,C,01JAN10
Other Workers,C,01AUG07,01JUL05,C,01JAN10
4th,C,C,C,C,C
Certain ReligiousWorkers,C,C,C,C,C
5th Non-RegionalCenter (C5 and T5),C,01MAY15,C,C,C
5th Regional Center(I5 and R5),C,01MAY15,C,C,C

2016,march
Employment- Based,All Chargeability Areas Except Those Listed,CHINA - mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01AUG12,15OCT08,C,C
3rd,01JAN16,01JUN13,15JUL04,01JAN16,15MAR08
Other Workers,01JAN16,01FEB07,15JUL04,01JAN16,15MAR08
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,22JAN14,C,C,C
5thRegionalCenter(I5 and R5),C,22JAN14,C,C,C

2016,april
Employment- Based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JUN13,01JUL09,C,C
3rd,C,01MAY15,01JUL05,C,01JAN10
Other Workers,C,01AUG07,01JUL05,C,01JAN10
4th,C,C,C,C,C
Certain ReligiousWorkers,C,C,C,C,C
5th Non-RegionalCenter (C5 and T5),C,01MAY15,C,C,C
5th Regional Center(I5 and R5),C,01MAY15,C,C,C

2016,april
Employment- Based,All Chargeability Areas Except Those Listed,CHINA - mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01SEP12,08NOV08,C,C
3rd,15FEB16,15AUG13,08AUG04,15FEB16,01MAY08
Other Workers,15FEB16,01MAR07,08AUG04,15FEB16,01MAY08
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,01FEB14,C,C,C
5thRegionalCenter(I5 and R5),C,01FEB14,C,C,C

2016,may
Employ- ment based,All Charge- ability Areas Except Those Listed,CHINA- mainland born,EL SALVADOR GUATEMALA HONDURAS,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C,C
2nd,C,01SEP12,C,22NOV08,C,C
3rd,15FEB16,15AUG13,15FEB16,01SEP04,15FEB16,08AUG08
Other Workers,15FEB16,22APR07,15FEB16,01SEP04,15FEB16,08AUG08
4th,C,C,01JAN10,C,C,C
Certain Religious Workers,C,C,01JAN10,C,C,C
5thNon-RegionalCenter(C5 and T5),C,08FEB14,C,C,C,C
5thRegionalCenter(I5 and R5),C,08FEB14,C,C,C,C

2016,may
Employment- based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JUN13,01JUL09,C,C
3rd,C,01MAY15,01JUL05,C,01JAN10
Other Workers,C,01APR08,01JUL05,C,01JAN10
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,01MAY15,C,C,C
5thRegionalCenter(I5 and R5),C,01MAY15,C,C,C

2016,june
Employ- ment based,All Charge- ability Areas Except Those Listed,CHINA- mainland born,EL SALVADOR GUATEMALA HONDURAS,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C,C
2nd,C,01JAN10,C,01OCT04,C,C
3rd,15FEB16,01JAN10,15FEB16,22SEP04,15FEB16,01NOV08
Other Workers,15FEB16,22APR07,15FEB16,22SEP04,15FEB16,01NOV08
4th,C,C,01JAN10,C,C,C
Certain Religious Workers,C,C,01JAN10,C,C,C
5thNon-RegionalCenter(C5 and T5),C,15FEB14,C,C,C,C
5thRegionalCenter(I5 and R5),C,15FEB14,C,C,C,C

2016,june
Employment- based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JUN13,01JUL09,C,C
3rd,C,01MAY15,01JUL05,C,01JAN10
Other Workers,C,01AUG09,01JUL05,C,01JAN10
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,01MAY15,C,C,C
5thRegionalCenter(I5 and R5),C,01MAY15,C,C,C

2016,july
Employ- ment based,All Charge- ability Areas Except Those Listed,CHINA- mainland born,EL SALVADOR GUATEMALA HONDURAS,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C,C
2nd,C,01JAN10,C,01NOV04,C,C
3rd,01MAR16,01JAN10,01MAR16,22OCT04,01MAR16,15FEB09
Other Workers,01MAR16,01JAN04,01MAR16,22OCT04,01MAR16,15FEB09
4th,C,C,01JAN10,C,01JAN10,C
Certain Religious Workers,C,C,01JAN10,C,01JAN10,C
5thNon-RegionalCenter(C5 and T5),C,15FEB14,C,C,C,C
5thRegionalCenter(I5 and R5),C,15FEB14,C,C,C,C

2016,july
Employment- based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JUN13,01JUL09,C,C
3rd,C,01MAY15,01JUL05,C,01JAN10
Other Workers,C,01AUG09,01JUL05,C,01JAN10
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,01MAY15,C,C,C
5thRegionalCenter(I5 and R5),C,01MAY15,C,C,C

2016,august
Employ- ment based,All Charge- ability Areas Except Those Listed,CHINA- mainland born,EL SALVADOR GUATEMALA HONDURAS,INDIA,MEXICO,PHILIPPINES
1st,C,01JAN10,C,01JAN10,C,C
2nd,01FEB14,01JAN10,01FEB14,15NOV04,01FEB14,01FEB14
3rd,15MAR16,01JAN10,15MAR16,08NOV04,15MAR16,15MAY09
Other Workers,15MAR16,01JAN04,15MAR16,08NOV04,15MAR16,15MAY09
4th,C,C,01JAN10,01JAN10,01JAN10,C
Certain Religious Workers,C,C,01JAN10,01JAN10,01JAN10,C
5thNon-RegionalCenter(C5 and T5),C,15FEB14,C,C,C,C
5thRegionalCenter(I5 and R5),C,15FEB14,C,C,C,C

2016,august
Employment- based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JUN13,01JUL09,C,C
3rd,C,01MAY15,01JUL05,C,01JAN13
Other Workers,C,01AUG09,01JUL05,C,01JAN13
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,01MAY15,C,C,C
5thRegionalCenter(I5 and R5),C,01MAY15,C,C,C

2016,september
Employ- ment based,All Charge- ability Areas Except Those Listed,CHINA- mainland born,EL SALVADOR GUATEMALA HONDURAS,INDIA,MEXICO,PHILIPPINES
1st,C,01JAN10,C,01JAN10,C,C
2nd,01FEB14,01JAN10,01FEB14,22FEB05,01FEB14,01FEB14
3rd,01MAY16,01JAN10,01MAY16,15FEB05,01MAY16,01JUL10
Other Workers,01MAY16,01JAN04,01MAY16,15FEB05,01MAY16,01JUL10
4th,C,C,01JAN10,01JAN10,01JAN10,C
Certain Religious Workers,C,C,01JAN10,01JAN10,01JAN10,C
5thNon-RegionalCenter(C5 and T5),C,15FEB14,C,C,C,C
5thRegionalCenter(I5 and R5),C,15FEB14,C,C,C,C

2016,september
Employment- based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01JUN13,01JUL09,C,C
3rd,C,01MAY15,01JUL05,C,01JAN13
Other Workers,C,01AUG09,01JUL05,C,01JAN13
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,01MAY15,C,C,C
5thRegionalCenter(I5 and R5),C,01MAY15,C,C,C

2016,october
Employ- ment based,All Charge- ability Areas Except Those Listed,CHINA- mainland born,EL SALVADOR GUATEMALA HONDURAS,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C,C
2nd,C,15FEB12,C,15JAN07,C,C
3rd,01JUN16,22JAN13,01JUN16,01MAR05,01JUN16,01DEC10
Other Workers,01JUN16,01JAN05,01JUN16,01MAR05,01JUN16,01DEC10
4th,C,C,15JUN15,C,C,C
Certain Religious Workers,U,U,U,U,U,U
5thNon-RegionalCenter(C5 and T5),C,22FEB14,C,C,C,C
5thRegionalCenter(I5 and R5),U,U,U,U,U,U

2016,october
Employment- based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01MAR13,22APR09,C,C
3rd,C,01MAY14,01JUL05,C,01SEP13
Other Workers,C,01AUG09,01JUL05,C,01SEP13
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,15JUN14,C,C,C
5thRegionalCenter(I5 and R5),C,15JUN14,C,C,C

2016,november
Employ- ment based,All Charge- ability Areas Except Those Listed,CHINA- mainland born,EL SALVADOR GUATEMALA HONDURAS,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C,C
2nd,C,15JUL12,C,01NOV07,C,C
3rd,01JUL16,15APR13,01JUL16,08MAR05,01JUL16,01APR11
Other Workers,01JUL16,01SEP05,01JUL16,08MAR05,01JUL16,01APR11
4th,C,C,15JUL15,C,C,C
Certain Religious Workers,C,C,15JUL15,C,C,C
5thNon-RegionalCenter(C5 and T5),C,08MAR14,C,C,C,C
5thRegionalCenter(I5 and R5),C,08MAR14,C,C,C,C

2016,november
Employment- based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01MAR13,22APR09,C,C
3rd,C,01MAY14,01JUL05,C,01SEP13
Other Workers,C,01AUG09,01JUL05,C,01SEP13
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,15JUN14,C,C,C
5thRegionalCenter(I5 and R5),C,15JUN14,C,C,C

2016,december
Employ- ment based,All Charge- ability Areas Except Those Listed,CHINA- mainland born,EL SALVADOR GUATEMALA HONDURAS,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C,C
2nd,C,22SEP12,C,01FEB08,C,C
3rd,01JUL16,01JUL13,01JUL16,15MAR05,01JUL16,01JUN11
Other Workers,01JUL16,01NOV05,01JUL16,15MAR05,01JUL16,01JUN11
4th,C,C,15JUL15,C,15JUL15,C
Certain Religious Workers,C,C,15JUL15,C,15JUL15,C
5thNon-RegionalCenter(C5 and T5),C,22MAR14,C,C,C,C
5thRegionalCenter(I5 and R5),C,22MAR14,C,C,C,C

2016,december
Employment- based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01MAR13,22APR09,C,C
3rd,C,01MAY14,01JUL05,C,01SEP13
Other Workers,C,01AUG09,01JUL05,C,01SEP13
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,15JUN14,C,C,C
5thRegionalCenter(I5 and R5),C,15JUN14,C,C,C

2017,january
Employ- ment based,All Charge- ability Areas Except Those Listed,CHINA- mainland born,EL SALVADOR GUATEMALA HONDURAS,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C,C
2nd,C,15OCT12,C,15APR08,C,C
3rd,01AUG16,08SEP13,01AUG16,15MAR05,01AUG16,22JUL11
Other Workers,01AUG16,01DEC05,01AUG16,15MAR05,01AUG16,22JUL11
4th,C,C,15JUL15,C,15JUL15,C
Certain Religious Workers,C,C,15JUL15,C,15JUL15,C
5thNon-RegionalCenter(C5 and T5),C,08APR14,C,C,C,C
5thRegionalCenter(I5 and R5),C,08APR14,C,C,C,C

2017,january
Employment- based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01MAR13,22APR09,C,C
3rd,C,01MAY14,01JUL05,C,01SEP13
Other Workers,C,01AUG09,01JUL05,C,01SEP13
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,15JUN14,C,C,C
5thRegionalCenter(I5 and R5),C,15JUN14,C,C,C

2017,february
Employ- ment based,All Charge- ability Areas Except Those Listed,CHINA- mainland born,EL SALVADOR GUATEMALA HONDURAS,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C,C
2nd,C,15NOV12,C,15APR08,C,C
3rd,01OCT16,01OCT13,01OCT16,22MAR05,01OCT16,15OCT11
Other Workers,01OCT16,01DEC05,01OCT16,22MAR05,01OCT16,15OCT11
4th,C,C,15JUL15,C,15JUL15,C
Certain Religious Workers,C,C,15JUL15,C,15JUL15,C
5thNon-RegionalCenter(C5 and T5),C,15APR14,C,C,C,C
5thRegionalCenter(I5 and R5),C,15APR14,C,C,C,C

2017,february
Employment- based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01MAR13,22APR09,C,C
3rd,C,01MAY14,01JUL05,C,01SEP13
Other Workers,C,01AUG09,01JUL05,C,01SEP13
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,15JUN14,C,C,C
5thRegionalCenter(I5 and R5),C,15JUN14,C,C,C

2017,march
Employ- ment based,All Charge- ability Areas Except Those Listed,CHINA- mainland born,EL SALVADOR GUATEMALA HONDURAS,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C,C
2nd,C,15DEC12,C,01JUN08,C,C
3rd,01DEC16,15MAR14,01DEC16,22MAR05,01DEC16,15MAR12
Other Workers,01DEC16,01FEB06,01DEC16,22MAR05,01DEC16,15MAR12
4th,C,C,15JUL15,C,15JUL15,C
Certain Religious Workers,C,C,15JUL15,C,15JUL15,C
5thNon-RegionalCenter(C5 and T5),C,01MAY14,C,C,C,C
5thRegionalCenter(I5 and R5),C,01MAY14,C,C,C,C

2017,march
Employment- based,All Chargeability Areas Except Those Listed,CHINA- mainland born,INDIA,MEXICO,PHILIPPINES
1st,C,C,C,C,C
2nd,C,01MAR13,22APR09,C,C
3rd,C,01MAY14,01JUL05,C,01SEP13
Other Workers,C,01AUG09,01JUL05,C,01SEP13
4th,C,C,C,C,C
Certain Religious Workers,C,C,C,C,C
5thNon-RegionalCenter(C5 and T5),C,15JUN14,C,C,C
5thRegionalCenter(I5 and R5),C,15JUN14,C,C,C
